id,title,ingredients,instructions,sections_json,cookTimeMinutes,notes,tags,category,image,rating,sourceFile,sourceRow,importedAt,raw_payload_json
"citrus-shrimp-lettuce-cups-dd89a2b8","Citrus Shrimp Lettuce Cups","1","See ingredients for preparation details.","","","","","Other","","","archived_recipes (1).csv","10","2025-09-15T01:38:27.342Z","{""title"":""Citrus Shrimp Lettuce Cups"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""1"",""instructions"":"""",""notes"":"""",""rating"":""""}"
"creamy-cajun-chicken-orzo-17769812","Creamy Cajun Chicken Orzo","Chicken\n1 tbsp of extra virgin olive oil\n3-4 small chicken breasts\n1 tbsp of cajun seasoning\nOrzo\nTbsp of extra virgin olive oil.\n1 onion - finely chopped.\n1 red pepper - thinly sliced.\n3 cloves of garlic - chopped.\nTbsp of cajun seasoning (can add more if you like).\nTsp of smoked paprika.\n350g of orzo.\n1 litre of semi-skimmed milk.\n400ml of chicken stock.\n25g of parmesan - grated.\nA handful of fresh basil - chopped.\nA pinch of chilli flakes.\nA squeeze of fresh lemon juice.\nBasil and parmesan to garnish","Preheat oven to 400°F.\nPlace chicken breasts in a dish, add olive oil and coat with cajun seasoning. Bake for 20-25 mins. Baste chicken breasts once or twice throughout cook time.\nHeat olive oil in a large deep pan, add onion and red pepper and cook for 5 mins, until soft. Add garlic and cook for 1 min, then add cajun seasoning and paprika and stir into vegetables.\nAdd orzo to pan and mix into vegetables and seasoning, then add milk and chicken stock. Mix everything together, bring pan to a low simmer and leave orzo to cook for  8-10 mins. The liquid should reduce to create a lovely thick and creamy sauce.\nOnce cooked, season taste, add chilli flakes and parmesan, then stir once more. Finally, stir in basil and a squeeze of lemon juice. Slice your baked chicken breast and serve on top of creamy cajun orzo","","","","","Other","","","archived_recipes (1).csv","11","2025-09-15T01:38:27.342Z","{""title"":""Creamy Cajun Chicken Orzo"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""Chicken\n1 tbsp of extra virgin olive oil\n3-4 small chicken breasts\n1 tbsp of cajun seasoning\nOrzo\nTbsp of extra virgin olive oil.\n1 onion - finely chopped.\n1 red pepper - thinly sliced.\n3 cloves of garlic - chopped.\nTbsp of cajun seasoning (can add more if you like).\nTsp of smoked paprika.\n350g of orzo.\n1 litre of semi-skimmed milk.\n400ml of chicken stock.\n25g of parmesan - grated.\nA handful of fresh basil - chopped.\nA pinch of chilli flakes.\nA squeeze of fresh lemon juice.\nBasil and parmesan to garnish"",""instructions"":""Preheat oven to 400°F.\nPlace chicken breasts in a dish, add olive oil and coat with cajun seasoning. Bake for 20-25 mins. Baste chicken breasts once or twice throughout cook time.\nHeat olive oil in a large deep pan, add onion and red pepper and cook for 5 mins, until soft. Add garlic and cook for 1 min, then add cajun seasoning and paprika and stir into vegetables.\nAdd orzo to pan and mix into vegetables and seasoning, then add milk and chicken stock. Mix everything together, bring pan to a low simmer and leave orzo to cook for  8-10 mins. The liquid should reduce to create a lovely thick and creamy sauce.\nOnce cooked, season taste, add chilli flakes and parmesan, then stir once more. Finally, stir in basil and a squeeze of lemon juice. Slice your baked chicken breast and serve on top of creamy cajun orzo"",""notes"":"""",""rating"":""""}"
"creamy-chicken-and-cheese-burritos-27e31557","Creamy Chicken and Cheese Burritos","1 lb chicken\n1 pack taco seasoning\n200g Greek yogurt\n80g tomato sauce or crushed tomatoes\n2 laughing cow wedges\n2 tbsp cilantro\n3 tbsp corn\n2 tbsp black beans\n3 tbsp pico","Season chicken with ½ of the taco seasoning packet\nAir fry at 375°F for 12 minutes\nMix together everything else over medium heat pan\nMakes 5-6 burritos","","","These would be great for freezing them. Wrap them in foil for meal prep! Oven heating from frozen: keep in foil, cook at 450°F for 30-40 min Microwave from frozen: microwave for 4-5 minutes You can also freeze just the filling and add it to tortillas when you want","","Other","","","archived_recipes (1).csv","12","2025-09-15T01:38:27.342Z","{""title"":""Creamy Chicken and Cheese Burritos"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 lb chicken\n1 pack taco seasoning\n200g Greek yogurt\n80g tomato sauce or crushed tomatoes\n2 laughing cow wedges\n2 tbsp cilantro\n3 tbsp corn\n2 tbsp black beans\n3 tbsp pico"",""instructions"":""Season chicken with ½ of the taco seasoning packet\nAir fry at 375°F for 12 minutes\nMix together everything else over medium heat pan\nMakes 5-6 burritos"",""notes"":""These would be great for freezing them. Wrap them in foil for meal prep! Oven heating from frozen: keep in foil, cook at 450°F for 30-40 min Microwave from frozen: microwave for 4-5 minutes You can also freeze just the filling and add it to tortillas when you want"",""rating"":""""}"
"salmon-kale-salad-f0251a71","Salmon Kale Salad","Marinated salmon\n1 avocado\n3 green onions\n2 cups of kale\n1 cup chopped salad mix\n¼ cup of ginger miso dressing (its at target but you can use the dressing from the asian salad bags from HEB)\nLittle bit of broccoli (to your heart's desire)\n2 eggs\nSesame seeds to garnish\nChopped almonds if ya wanna be fancy ig","Mix together avocado, green onions, and salad mix with the salad dressing\nToss the broccoli in the marinade and stick that and the salmon into the airfryer for 8 minutes at 325°F\nRemove the broccoli and put it in the salad and airfry the salmon for another 7 minutes\nPoach some eggs in boiling vinegar water for 5 minutes\nToss it all together and garnish how ya want","","","I know kale doesn’t fuck up your stomach like romaine does so this will be one of the only salads i’ll let you eat.","","Other","","","archived_recipes (1).csv","13","2025-09-15T01:38:27.342Z","{""title"":""Salmon Kale Salad"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""Marinated salmon\n1 avocado\n3 green onions\n2 cups of kale\n1 cup chopped salad mix\n¼ cup of ginger miso dressing (its at target but you can use the dressing from the asian salad bags from HEB)\nLittle bit of broccoli (to your heart's desire)\n2 eggs\nSesame seeds to garnish\nChopped almonds if ya wanna be fancy ig"",""instructions"":""Mix together avocado, green onions, and salad mix with the salad dressing\nToss the broccoli in the marinade and stick that and the salmon into the airfryer for 8 minutes at 325°F\nRemove the broccoli and put it in the salad and airfry the salmon for another 7 minutes\nPoach some eggs in boiling vinegar water for 5 minutes\nToss it all together and garnish how ya want"",""notes"":""I know kale doesn’t fuck up your stomach like romaine does so this will be one of the only salads i’ll let you eat."",""rating"":""""}"
"sesame-noodles-with-chicken-8fb9d1dd","Sesame Noodles with Chicken","Chicken & Vegetables:\n2 tablespoons sesame oil\n1 pound ground chicken or leftover chicken\n1 bunch asparagus* woody ends trimmed & cut into 2-inch pieces\n¼ cup sesame seeds black & white\nFor The Noodles:\n3 packets of ramen noodles seasonings discarded\nPeanut Sauce:\n¼ cup unsweetened creamy peanut butter\n3 cloves of garlic minced\n1 teaspoon fresh ginger peeled and grated\n5 tablespoons soy sauce\n2 tablespoons rice vinegar\n2 tablespoons coconut sugar or brown sugar\n1 tablespoon lime juice freshly squeezed\n1 tablespoon Sriracha optional\nAs Garnish:\n4 scallions both green and white parts sliced thinly\n½ cup peanuts chopped\n¼ cup fresh cilantro chopped\nWedges of lime","To cook the chicken: Heat sesame oil in a large skillet over medium heat. Add in the ground chicken and cook, breaking the large pieces with a wooden spoon, for 7-8 minutes or until no longer pink.\nAdd in the asparagus and let it cook, stirring occasionally, until vegetables are crisp-tender, 4-5 minutes.\nToast the sesame seeds: Place sesame seeds in a small empty skillet over medium heat. Toast, stirring frequently, for 4-5 minutes or until they turn golden brown. Do not leave the site of it as they can burn easily.\nCook the ramen noodles: Meanwhile to cook the ramen noodles, fill a medium-sized saucepan with water and a tablespoon of salt. Bring to a boil. Add the noodles and cook for 2 minutes. Save ¼ cup of the pasta water and drain the rest.\nMake the noodle sauce: While the chicken is cooking, make the peanut butter sauce. To do so, whisk together peanut butter, garlic, ginger, soy sauce, rice vinegar, brown sugar, lime juice, and Sriracha ( if using) in a measuring cup.\nAssemble: Right before serving, place the ramen noodles into the skillet with chicken and asparagus. Drizzle it with the peanut butter sauce and add in the chopped scallions. Using kitchen tongs, give it a toss making sure that the noodles are evenly coated with the sauce. If it gets too sticky, drizzle it with the reserved pasta water as you toss.\nDivide the noodles into bowls and garnish with chopped peanuts, sesame seeds, wedges of lime, and chopped fresh cilantro, if using.","","","","","Other","","","archived_recipes (1).csv","14","2025-09-15T01:38:27.342Z","{""title"":""Sesame Noodles with Chicken"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""Chicken & Vegetables:\n2 tablespoons sesame oil\n1 pound ground chicken or leftover chicken\n1 bunch asparagus* woody ends trimmed & cut into 2-inch pieces\n¼ cup sesame seeds black & white\nFor The Noodles:\n3 packets of ramen noodles seasonings discarded\nPeanut Sauce:\n¼ cup unsweetened creamy peanut butter\n3 cloves of garlic minced\n1 teaspoon fresh ginger peeled and grated\n5 tablespoons soy sauce\n2 tablespoons rice vinegar\n2 tablespoons coconut sugar or brown sugar\n1 tablespoon lime juice freshly squeezed\n1 tablespoon Sriracha optional\nAs Garnish:\n4 scallions both green and white parts sliced thinly\n½ cup peanuts chopped\n¼ cup fresh cilantro chopped\nWedges of lime"",""instructions"":""To cook the chicken: Heat sesame oil in a large skillet over medium heat. Add in the ground chicken and cook, breaking the large pieces with a wooden spoon, for 7-8 minutes or until no longer pink.\nAdd in the asparagus and let it cook, stirring occasionally, until vegetables are crisp-tender, 4-5 minutes.\nToast the sesame seeds: Place sesame seeds in a small empty skillet over medium heat. Toast, stirring frequently, for 4-5 minutes or until they turn golden brown. Do not leave the site of it as they can burn easily.\nCook the ramen noodles: Meanwhile to cook the ramen noodles, fill a medium-sized saucepan with water and a tablespoon of salt. Bring to a boil. Add the noodles and cook for 2 minutes. Save ¼ cup of the pasta water and drain the rest.\nMake the noodle sauce: While the chicken is cooking, make the peanut butter sauce. To do so, whisk together peanut butter, garlic, ginger, soy sauce, rice vinegar, brown sugar, lime juice, and Sriracha ( if using) in a measuring cup.\nAssemble: Right before serving, place the ramen noodles into the skillet with chicken and asparagus. Drizzle it with the peanut butter sauce and add in the chopped scallions. Using kitchen tongs, give it a toss making sure that the noodles are evenly coated with the sauce. If it gets too sticky, drizzle it with the reserved pasta water as you toss.\nDivide the noodles into bowls and garnish with chopped peanuts, sesame seeds, wedges of lime, and chopped fresh cilantro, if using."",""notes"":"""",""rating"":""""}"
"shrimp-and-sausage-cajun-pasta-7bfcb4f3","Shrimp and Sausage Cajun Pasta","Box of pasta\nHalf an onion\n3 cloves minced garlic\nSausage\nShrimp or chicken\nHalf a stick of butter\n1 tbsp olive oil\nSun dried tomatoes\nRoasted peppers\n1 tbsp flour\n2 cups heavy cream\n3 cups parmesan cheese","Cook pasta\nCombine\nMelt butter and oil in a pan. Cook sausage then remove\nIn the same pan, cook the shrimp and remove\nSaute garlic and onion, then add tomatoes and peppers\nAdd flour, stir, then heavy cream and cheese and stir till it gets thicc\nCombine all the stuffs","","","Cook pasta Melt butter and oil in pan. Cook sausage. Cook shrimp in pan next Saute garlic and onion Add flour, stir, then heavy cream and cheese. Combine w pasta","","Other","","","archived_recipes (1).csv","15","2025-09-15T01:38:27.342Z","{""title"":""Shrimp and Sausage Cajun Pasta"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""Box of pasta\nHalf an onion\n3 cloves minced garlic\nSausage\nShrimp or chicken\nHalf a stick of butter\n1 tbsp olive oil\nSun dried tomatoes\nRoasted peppers\n1 tbsp flour\n2 cups heavy cream\n3 cups parmesan cheese"",""instructions"":""Cook pasta\nCombine\nMelt butter and oil in a pan. Cook sausage then remove\nIn the same pan, cook the shrimp and remove\nSaute garlic and onion, then add tomatoes and peppers\nAdd flour, stir, then heavy cream and cheese and stir till it gets thicc\nCombine all the stuffs"",""notes"":""Cook pasta Melt butter and oil in pan. Cook sausage. Cook shrimp in pan next Saute garlic and onion Add flour, stir, then heavy cream and cheese. Combine w pasta"",""rating"":""""}"
"shrimp-scampi-tortellini-29e9a2e6","Shrimp Scampi Tortellini","8 tbsp butter\n8 cloves minced garlic\n½ cup dry white wine\n1 lb shrimp seasoned how ya want\n20 oz of tortellini\n1 lemon\n1 cup of parsley\nGrated parmesan\nOlive oil","Heat olive oil in a pan and add butter, garlic, wine, and shrimp\nWhen it’s finished cooking, remove from the heat and add remaining ingredients","","","Super easy and something other than chicken and rice lol","","Other","","","archived_recipes (1).csv","16","2025-09-15T01:38:27.342Z","{""title"":""Shrimp Scampi Tortellini"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""8 tbsp butter\n8 cloves minced garlic\n½ cup dry white wine\n1 lb shrimp seasoned how ya want\n20 oz of tortellini\n1 lemon\n1 cup of parsley\nGrated parmesan\nOlive oil"",""instructions"":""Heat olive oil in a pan and add butter, garlic, wine, and shrimp\nWhen it’s finished cooking, remove from the heat and add remaining ingredients"",""notes"":""Super easy and something other than chicken and rice lol"",""rating"":""""}"
"spicy-mango-chicken-e05972fc","Spicy Mango Chicken","Chicken Marinade (marinate for 1-24 hrs, can do wo marinating it tho)\n1 mango\n¼ cup lime juice\n2 tbsp honey\n1 jalapeno\nJuice of 1 orange\n1 garlic clove\n¼ cup cilantro\nAvocado Crema\n1 cup greek yogurt\n¼ cup cilantro\n2 Avocados\n2 tbsp garlic\n¾ cup lime juice\nSalt and peppa pig\nMango Salsa\n1 mango\n1 jalapeno\n2-3 bell peppers\n2 avocado\n¼ cup cilantro\n1 cup porn, i mean porn, i mean corn\n1 tbsp salt\nRice","Preheat oven to 400˚F\nMarinate the chicken\nAdd some of the avocado crema and cook the chicken at 400˚F for 30 minutes\nFork it, plate it, add rice and salsa","","","Lmao remember when we went thru that phase of eating mangos before fun activities and it made it so much better. That was fun. So lets make this, eat another mango, and enjoy!","","Other","","","archived_recipes (1).csv","17","2025-09-15T01:38:27.342Z","{""title"":""Spicy Mango Chicken"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""Chicken Marinade (marinate for 1-24 hrs, can do wo marinating it tho)\n1 mango\n¼ cup lime juice\n2 tbsp honey\n1 jalapeno\nJuice of 1 orange\n1 garlic clove\n¼ cup cilantro\nAvocado Crema\n1 cup greek yogurt\n¼ cup cilantro\n2 Avocados\n2 tbsp garlic\n¾ cup lime juice\nSalt and peppa pig\nMango Salsa\n1 mango\n1 jalapeno\n2-3 bell peppers\n2 avocado\n¼ cup cilantro\n1 cup porn, i mean porn, i mean corn\n1 tbsp salt\nRice"",""instructions"":""Preheat oven to 400˚F\nMarinate the chicken\nAdd some of the avocado crema and cook the chicken at 400˚F for 30 minutes\nFork it, plate it, add rice and salsa"",""notes"":""Lmao remember when we went thru that phase of eating mangos before fun activities and it made it so much better. That was fun. So lets make this, eat another mango, and enjoy!"",""rating"":""""}"
"sticky-honey-bbq-wings-4591c2a1","Sticky Honey-BBQ Wings","For the Chicken Wings:\n20 wings.\n2 tbsp of plain flour.\nTsp of smoked paprika.\n1/2 tsp of cayenne pepper.\nTsp of garlic granules.\nTsp of salt.\n1/2 tsp of black pepper.\n1/2 tbsp of coconut oil.\nFor the Honey BBQ sauce:\n150ml of BBQ sauce.\n2 tbsp of tomato ketchup.\n4 tbsp of honey.\nTbsp of hot sauce.\nTsp of garlic granules","Preheat oven to 375°F.\nPat dry chicken wings using a paper towel, then transfer to a large bowl. Coat wings in plain flour, then mix together smoked paprika, cayenne pepper, garlic granules, salt and black pepper before adding to wings and tossing until completely coated in seasoning.\nTransfer wings two lined baking trays, splitting into two batches, brush or spray with coconut oil and then bake for 35-40 mins, until golden and crispy.\nMeanwhile, mix together honey BBQ sauce ingredients until fully combined. Once wings are baked, remove from oven and drizzle with honey BBQ sauce. Using tongs, flip your wings to coat in sauce. Once completely coated, bake for 5 mins and then remove.\nGarnish with chives and serve immediately. These go perfectly with a soured cream-chive dip!","","","","","Other","","","archived_recipes (1).csv","18","2025-09-15T01:38:27.342Z","{""title"":""Sticky Honey-BBQ Wings"",""category"":""Archived"",""tags"":"""",""cookTime"":"""",""ingredients"":""For the Chicken Wings:\n20 wings.\n2 tbsp of plain flour.\nTsp of smoked paprika.\n1/2 tsp of cayenne pepper.\nTsp of garlic granules.\nTsp of salt.\n1/2 tsp of black pepper.\n1/2 tbsp of coconut oil.\nFor the Honey BBQ sauce:\n150ml of BBQ sauce.\n2 tbsp of tomato ketchup.\n4 tbsp of honey.\nTbsp of hot sauce.\nTsp of garlic granules"",""instructions"":""Preheat oven to 375°F.\nPat dry chicken wings using a paper towel, then transfer to a large bowl. Coat wings in plain flour, then mix together smoked paprika, cayenne pepper, garlic granules, salt and black pepper before adding to wings and tossing until completely coated in seasoning.\nTransfer wings two lined baking trays, splitting into two batches, brush or spray with coconut oil and then bake for 35-40 mins, until golden and crispy.\nMeanwhile, mix together honey BBQ sauce ingredients until fully combined. Once wings are baked, remove from oven and drizzle with honey BBQ sauce. Using tongs, flip your wings to coat in sauce. Once completely coated, bake for 5 mins and then remove.\nGarnish with chives and serve immediately. These go perfectly with a soured cream-chive dip!"",""notes"":"""",""rating"":""""}"
"amaretto-sour-fbc30924","Amaretto Sour","1/4 cup (2 fluid ounces) amaretto\n2 tablespoons (1 fluid ounce) triple sec\n2 tablespoons (1 fluid ounce) simple syrup\n1/4 cup (2 fluid ounces) freshly squeezed lemon juice\n2 tablespoons (1 fluid ounce) freshly squeezed lime juice\nplain, lime, or lemon seltzer","Fill 2 highball glasses with ice and set aside.\nFill a cocktail shaker with ice and stir in the amaretto, triple sec, and simple syrup.\nAdd the lemon and lime juice and shake to combine.\nDivide the drink between the 2 glasses.\nTop with seltzer","","","","","Drinks","","","drinks_recipes (1).csv","2","2025-09-15T01:38:27.348Z","{""title"":""Amaretto Sour"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1/4 cup (2 fluid ounces) amaretto\n2 tablespoons (1 fluid ounce) triple sec\n2 tablespoons (1 fluid ounce) simple syrup\n1/4 cup (2 fluid ounces) freshly squeezed lemon juice\n2 tablespoons (1 fluid ounce) freshly squeezed lime juice\nplain, lime, or lemon seltzer"",""instructions"":""Fill 2 highball glasses with ice and set aside.\nFill a cocktail shaker with ice and stir in the amaretto, triple sec, and simple syrup.\nAdd the lemon and lime juice and shake to combine.\nDivide the drink between the 2 glasses.\nTop with seltzer"",""notes"":"""",""rating"":""""}"
"blueberry-hibiscus-moscow-mule-eb6f8f6a","Blueberry Hibiscus Moscow Mule","2-3 shots of blueberry vodka\nCrushed ice\n¾ - 1 can d hibiscus ginger beer\nJuice of quarter of a lime\nSmall amount of mint\nFew blueberries for fun","See ingredients for preparation details.","","","","","Drinks","","","drinks_recipes (1).csv","3","2025-09-15T01:38:27.348Z","{""title"":""Blueberry Hibiscus Moscow Mule"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""2-3 shots of blueberry vodka\nCrushed ice\n¾ - 1 can d hibiscus ginger beer\nJuice of quarter of a lime\nSmall amount of mint\nFew blueberries for fun"",""instructions"":"""",""notes"":"""",""rating"":""""}"
"boozy-hot-chocolate-6500bfc6","Boozy Hot Chocolate","2 cups of milk (use the same mug you will drink out for correct measurement).\n6 tbsp of high quality hot chocolate powder.\n2 tsp of cornflour.\nA pinch of nutmeg.\nA pinch of sea salt.\n25ml of amaretto.\n25ml of coffee liqueur.","Add milk and chocolate powder to a saucepan and heat on a medium heat, whisking constantly.\nOnce chocolate has melted, whisk in cornflour, nutmeg and salt and continue to cook on low heat until hot chocolate thickens.\nRemove from heat and add amaretto and coffee liqueur.\nPour and then decorate as you wish","","","","","Drinks","","","drinks_recipes (1).csv","4","2025-09-15T01:38:27.349Z","{""title"":""Boozy Hot Chocolate"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""2 cups of milk (use the same mug you will drink out for correct measurement).\n6 tbsp of high quality hot chocolate powder.\n2 tsp of cornflour.\nA pinch of nutmeg.\nA pinch of sea salt.\n25ml of amaretto.\n25ml of coffee liqueur."",""instructions"":""Add milk and chocolate powder to a saucepan and heat on a medium heat, whisking constantly.\nOnce chocolate has melted, whisk in cornflour, nutmeg and salt and continue to cook on low heat until hot chocolate thickens.\nRemove from heat and add amaretto and coffee liqueur.\nPour and then decorate as you wish"",""notes"":"""",""rating"":""""}"
"chocolate-martini-03ea7874","Chocolate Martini","1 oz White Rum\n3/4oz Gator Bite Coffee\n½ oz peppermint simple syrup\n½ oz chocolate syrup\n3 oz half and half","See ingredients for preparation details.","","","","","Drinks","","","drinks_recipes (1).csv","5","2025-09-15T01:38:27.349Z","{""title"":""Chocolate Martini"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 oz White Rum\n3/4oz Gator Bite Coffee\n½ oz peppermint simple syrup\n½ oz chocolate syrup\n3 oz half and half"",""instructions"":"""",""notes"":"""",""rating"":""""}"
"cinnamon-roll-shot-e21297d0","Cinnamon Roll Shot","1 Vanilla Vodka shooter\n1 oz Fireball\n2 oz of cream soda\nCinnamon and whipped cream for garnish is optional","Shake it\nShot it","","","","","Drinks","","","drinks_recipes (1).csv","6","2025-09-15T01:38:27.349Z","{""title"":""Cinnamon Roll Shot"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 Vanilla Vodka shooter\n1 oz Fireball\n2 oz of cream soda\nCinnamon and whipped cream for garnish is optional"",""instructions"":""Shake it\nShot it"",""notes"":"""",""rating"":""""}"
"cinnamon-vanilla-white-russian-7d97cedc","Cinnamon Vanilla White Russian","1 oz vodka\n1 oz Kahlua\n2 oz Rumchata\n0.5 oz half and half","Coat the rim in honey and roll in a mix of brown sugar and cinnamon\nMix all of it together","","","","","Drinks","","","drinks_recipes (1).csv","7","2025-09-15T01:38:27.349Z","{""title"":""Cinnamon Vanilla White Russian"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 oz vodka\n1 oz Kahlua\n2 oz Rumchata\n0.5 oz half and half"",""instructions"":""Coat the rim in honey and roll in a mix of brown sugar and cinnamon\nMix all of it together"",""notes"":"""",""rating"":""""}"
"coffee-cane-8cc7e2bb","Coffee Cane","1.5 oz Gator bite Coffee\n2.5oz root beer\n0.5 oz vanilla syrup","Shake it","","","","","Drinks","","","drinks_recipes (1).csv","8","2025-09-15T01:38:27.349Z","{""title"":""Coffee Cane"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1.5 oz Gator bite Coffee\n2.5oz root beer\n0.5 oz vanilla syrup"",""instructions"":""Shake it"",""notes"":"""",""rating"":""""}"
"dragon-fruit-pomegranate-lemonade-8c530b4f","Dragon Fruit Pomegranate Lemonade","1 red dragon fruit\n1 yellow dragon fruit\n1 pomegranate\n3 lemons or limes with rinds peeled off\n1 cup of sugar (literally dont add this much pls that's so much sugar)\nYour choice of liquor","Dice up dragon fruit and remove pomegranate seeds\nBlend everything up and strain before pouring in a glass\nAdd equal parts water and ice","","","Lol I saw this recipe but it didn't have liquor in it but literally why not add it and make it better.","","Drinks","","","drinks_recipes (1).csv","9","2025-09-15T01:38:27.349Z","{""title"":""Dragon Fruit Pomegranate Lemonade"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 red dragon fruit\n1 yellow dragon fruit\n1 pomegranate\n3 lemons or limes with rinds peeled off\n1 cup of sugar (literally dont add this much pls that's so much sugar)\nYour choice of liquor"",""instructions"":""Dice up dragon fruit and remove pomegranate seeds\nBlend everything up and strain before pouring in a glass\nAdd equal parts water and ice"",""notes"":""Lol I saw this recipe but it didn't have liquor in it but literally why not add it and make it better."",""rating"":""""}"
"earl-grey-martini-b16bebb1","Earl Grey Martini","Early grey teabag\n50 ml Gin\n25 ml Lemon Juice\n25 ml Simple Syrup","Infuse Gin with tea bag for 10 minutes\nAdd ice to a glass, pour in infused gin, lemon juice, simple syrup\nShake it up and drink :)","","","","","Drinks","","","drinks_recipes (1).csv","10","2025-09-15T01:38:27.349Z","{""title"":""Earl Grey Martini"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""Early grey teabag\n50 ml Gin\n25 ml Lemon Juice\n25 ml Simple Syrup"",""instructions"":""Infuse Gin with tea bag for 10 minutes\nAdd ice to a glass, pour in infused gin, lemon juice, simple syrup\nShake it up and drink :)"",""notes"":"""",""rating"":""""}"
"espresso-martini-29f11d21","Espresso Martini","2 ounces vodka\n1 ounce coffee liqueur\n2 ounce espresso, freshly brewed (or cold brew concentrate)\n1/2 ounce simple syrup","Shake it together i guess\nIf you wanna make it a Pumpkin Espresso Martini then substitute the simple syrup with 1 tbsp pumpkin puree, ½ tbsp brown sugar, a splash of vanilla extract","","","We have been dying to try one of these for so long now so this is our chance to make it! If we ever try it somewhere then I’ll add a picture here.","","Drinks","","","drinks_recipes (1).csv","11","2025-09-15T01:38:27.349Z","{""title"":""Espresso Martini"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""2 ounces vodka\n1 ounce coffee liqueur\n2 ounce espresso, freshly brewed (or cold brew concentrate)\n1/2 ounce simple syrup"",""instructions"":""Shake it together i guess\nIf you wanna make it a Pumpkin Espresso Martini then substitute the simple syrup with 1 tbsp pumpkin puree, ½ tbsp brown sugar, a splash of vanilla extract"",""notes"":""We have been dying to try one of these for so long now so this is our chance to make it! If we ever try it somewhere then I’ll add a picture here."",""rating"":""""}"
"horchata-6e6215ab","Horchata","1 cup white rice\n4 cups water\n2 cinnamon sticks\n1 can sweetened condensed milk\n1 tbsp vanilla extract\n1 cup white sugar\n2 cups milk","Soak rice, water, and cinnamon sticks for one (1) day\nBlend rice mixture, condensed milk, vanilla extract, sugar, and milk\nStrain and add 2 cups of water :)","","","Adding alcohol to this is soooo fucking good","","Drinks","","","drinks_recipes (1).csv","12","2025-09-15T01:38:27.349Z","{""title"":""Horchata"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 cup white rice\n4 cups water\n2 cinnamon sticks\n1 can sweetened condensed milk\n1 tbsp vanilla extract\n1 cup white sugar\n2 cups milk"",""instructions"":""Soak rice, water, and cinnamon sticks for one (1) day\nBlend rice mixture, condensed milk, vanilla extract, sugar, and milk\nStrain and add 2 cups of water :)"",""notes"":""Adding alcohol to this is soooo fucking good"",""rating"":""""}"
"jasmine-green-tea-and-blueberry-paloma-58e76f02","Jasmine Green Tea and Blueberry Paloma","1 cup water\n1 cup sugar\n1 cup blueberries\n(silver) tequila\nJasmine tea\nLime juice\nGrapefruit soda/seltzer","Add water and sugar to a pot, simmer until clear\nAdd blueberries and simmer for 15 min\nLet it cool and then strain it\nInfuse tequila and tea for 15-30 min\nFor the drink\n2 oz of infused tequila\n½ oz of blueberry syrup\n½ oz of lime juice\nFill the rest of the cup w the grapefruit soda/seltzer","","","","","Drinks","","","drinks_recipes (1).csv","13","2025-09-15T01:38:27.349Z","{""title"":""Jasmine Green Tea and Blueberry Paloma"",""category"":""Drinks"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 cup water\n1 cup sugar\n1 cup blueberries\n(silver) tequila\nJasmine tea\nLime juice\nGrapefruit soda/seltzer"",""instructions"":""Add water and sugar to a pot, simmer until clear\nAdd blueberries and simmer for 15 min\nLet it cool and then strain it\nInfuse tequila and tea for 15-30 min\nFor the drink\n2 oz of infused tequila\n½ oz of blueberry syrup\n½ oz of lime juice\nFill the rest of the cup w the grapefruit soda/seltzer"",""notes"":"""",""rating"":""""}"
